id,title,description,geometry.coordinates,medias,total_comment,created_at,likes,user_name,user_full_name,user_profile_picture,community_name,community_picture,community_description
6a8fcdd05148674129bac313,HALTE TJ SMPN 5 YOGYAKARTA,"Siang ini, saya dan rekan sekelompok melakukan observasi di Halte TJ SMPN 5 Yogyakarta sekitar pukul 12.32 WIB. Halte ini berada tepat di depan SMPN 5 Yogyakarta dan pada saat pengamatan kondisinya terlihat cukup ramai dengan banyak penumpang yang sedang menunggu. Terdapat pula bus Trans Jogja yang sedang berhenti untuk menjemput penumpang, sehingga aktivitas naik penumpang terlihat cukup aktif pada waktu tersebut. Lokasinya yang berada di depan sekolah membuat halte ini cukup strategis untuk mendukung mobilitas pelajar maupun masyarakat di sekitarnya. #BANGJO","[110.37527069999999, -7.7871872]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/86665589-62c4-43a9-ac28-05a326951430_fCxok21kig.png"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/36c6bd3d-cbe4-43ce-b373-a552835ad101_1787809209384.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/a4195448-f9d3-4949-9f08-260cdb115df8_VID_20260827_123144.mp4"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/01aa32e6-b9b2-4813-8274-4502780fdb77_1787809209501.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/4b58d8a6-2679-4a4e-b142-a091e3fd743b_1787809192793.mp4""]",0,2026-08-27T05:40:32.699Z,[],rehundardian,Rayhan Ardian,"{""name"": ""general_image/rehundardian/1784378024141_1000736168.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168.jpg"", ""name_compressed"": ""general_image/rehundardian/1784378024141_1000736168_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8d799852d86e03b51acfac,HALTE SMPN 1 YOGYAKARTA,"Sore ini, saya dan rekan saya melakukan observasi di Halte SMPN 1 Yogyakarta sekitar pukul 18.12 WIB. Halte ini berada tepat di depan SMPN 1 Yogyakarta dan pada saat pengamatan tidak terlihat adanya penumpang yang sedang menunggu Trans Jogja. Dari kondisi yang terlihat, area halte relatif sepi pada waktu tersebut dan pencahayaan di sekitarnya mulai bergantung pada lampu jalan karena hari sudah mulai gelap. Secara umum halte masih dapat digunakan sebagai titik pemberhentian, namun kondisi visual di sekitar halte tampak cukup sederhana sehingga aspek penerangan, kebersihan, dan kejelasan informasi halte perlu tetap diperhatikan agar nyaman digunakan terutama pada malam hari. #BANGJO","[110.37573404625363, -7.777552952341509]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/1e200b94-721b-4efa-8d00-a1706fd87c7d_fe8msvpQEL.png"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/91135945-7271-4863-8490-436cec0f33ab_1787656594195.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/d423cd7b-90fe-4ceb-979d-70ec4de871df_1787656594330.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/94788f39-79ae-4120-90cd-b2402225acbf_1787656594426.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/5a70f6bd-49bc-4404-b9f9-50c1db89f278_1787656586404.mp4""]",0,2026-08-25T11:16:40.317Z,[],rehundardian,Rayhan Ardian,"{""name"": ""general_image/rehundardian/1784378024141_1000736168.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168.jpg"", ""name_compressed"": ""general_image/rehundardian/1784378024141_1000736168_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8d77b552d86e03b51acbf3,HALTE TJ CIK DI TIRO 2,"Sore ini, saya dan rekan melakukan observasi di Halte Cik Di Tiro 2 sekitar pukul 18.04 WIB. Halte ini berada di sebelah BRI Cik Di Tiro dan terletak di kawasan dengan aktivitas lalu lintas yang cukup aktif. Pada saat pengamatan, kondisi halte terlihat tidak terlalu ramai dan hanya terdapat sedikit aktivitas penumpang. Terdapat satu petugas yang berjaga di halte untuk membantu pelayanan serta menjaga ketertiban. Secara umum, halte masih berfungsi dengan baik sebagai titik naik dan turun penumpang Trans Jogja pada kawasan Cik Di Tiro. Yang perlu menjadi catatan adalah masih ada coret² vandalisme di bagian bawah Halte. #BANGJO","[110.37518200888871, -7.78119792960976]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/136a543f-8844-47a4-a19f-1c603ed5ff66_ytNBw2WXz9.png"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/51887d15-d12e-4f54-ad6b-9708efe672a6_1787656107435.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/f455625d-b108-49fa-93a4-f5e880be5fba_VID_20260825_180224.mp4"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/106d90d0-ac84-403b-8b31-e23a14116487_1787656107542.jpg""]",0,2026-08-25T11:08:37.384Z,[],rehundardian,Rayhan Ardian,"{""name"": ""general_image/rehundardian/1784378024141_1000736168.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168.jpg"", ""name_compressed"": ""general_image/rehundardian/1784378024141_1000736168_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8d757252d86e03b51ac7f6,HALTE SUDIRMAN BETHESDA,"Sore ini, saya dan rekan saya melakukan observasi di Halte Sudirman Bethesda sekitar pukul 17.55 WIB. Halte ini terletak tepat di depan RS Bethesda, sehingga lokasinya cukup strategis dan ramai oleh aktivitas masyarakat. Saat observasi berlangsung, terdapat dua petugas yang berjaga di halte serta sebuah bus Trans Jogja yang sedang berhenti untuk menurunkan penumpang. Kondisi halte terlihat cukup aktif dengan sejumlah penumpang yang datang dan turun dari bus. Keberadaan petugas juga membantu mendukung pelayanan dan ketertiban pengguna halte, terutama pada jam sibuk sore hari. #BANGJO","[110.37786262137291, -7.783064172792365]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/16f1759b-6d8e-4846-936b-34c34ae9c675_2bXN2LEBa0.png"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/dd8730c7-c5c4-40dc-89f3-96e105b1e80c_1787655521096.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/c686a603-f2d5-4eb5-a5c4-685b27286d58_1787655521206.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/e578602c-4e58-41d2-bb5a-5dafecad179c_1787655521402.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/57eaa3a7-056f-4e82-9cd7-0680178e785a_1787655471241.mp4"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/1b346898-0181-4a70-b000-93330a300547_VID_20260825_175358.mp4""]",0,2026-08-25T10:58:58.622Z,[],rehundardian,Rayhan Ardian,"{""name"": ""general_image/rehundardian/1784378024141_1000736168.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168.jpg"", ""name_compressed"": ""general_image/rehundardian/1784378024141_1000736168_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8d7398eca288692ef3da8b,HALTE TAKSI URIP SUMOHARJO,"Sore ini, saya dan rekan sekelompok melakukan observasi di Halte Taksi yang berada di kawasan Urip Sumoharjo sekitar pukul 17.46 WIB. Halte masih menyediakan fasilitas dasar berupa tempat berteduh dan area duduk, namun kondisinya terlihat kurang terawat karena terdapat cukup banyak coretan pada beberapa bagian serta poster yang ditempel kurang tertata dan tidak seluruhnya berkaitan dengan informasi transportasi. Beberapa bagian halte juga tampak kusam sehingga mengurangi kenyamanan dan kerapian fasilitas. Saat observasi dilakukan, tidak terlihat penumpang yang sedang menunggu meskipun kondisi lalu lintas di sekitar kawasan cukup ramai.#BANGJO","[110.38428667127943, -7.783115407637396]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/472e7dff-6127-41f9-9819-864870ee9dd6_IZhYiDWr8z.png"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/6cea4f58-809e-4862-8f47-882550caf07e_1787655055623.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/92bfdfb7-b11d-4e64-95e7-e908fcd7f37e_1787655055713.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/edd856d5-c4f2-49f3-add3-803af3e564b6_1787655055799.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/d88e20a9-4bac-4b1c-8aa2-e569f1094d80_1787655049777.mp4""]",0,2026-08-25T10:51:04.586Z,[],rehundardian,Rayhan Ardian,"{""name"": ""general_image/rehundardian/1784378024141_1000736168.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168.jpg"", ""name_compressed"": ""general_image/rehundardian/1784378024141_1000736168_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8d71c052d86e03b51ac4d1,TJ HALTE URIP SUMOHARJO,"Sore ini, saya dan rekan sekelompok melakukan observasi di halte Trans Jogja (TJ) Urip Sumoharjo sekitar pukul 17.38 WIB. Halte ini berada di kawasan Urip Sumoharjo depan AZKO Urip Sumoharjo,yang memiliki aktivitas lalu lintas cukup ramai, terutama pada sore hari ketika masyarakat mulai melakukan perjalanan pulang dari berbagai aktivitas.
Dari segi fasilitas, kondisi halte terlihat baik, bersih, dan cukup terawat. Di dalam halte juga terdapat petugas yang berjaga dan membantu mengurus pelayanan tiket bagi penumpang. Keberadaan petugas membuat pelayanan di halte terlihat lebih terorganisasi serta dapat membantu calon penumpang yang membutuhkan informasi mengenai perjalanan menggunakan Trans Jogja.
Meskipun berada di kawasan yang cukup ramai dan waktu observasi bertepatan dengan jam pulang aktivitas, saat pengamatan dilakukan belum terlihat adanya penumpang yang sedang menunggu atau akan menaiki Trans Jogja dari halte tersebut. Aktivitas di sekitar halte lebih banyak didominasi oleh kendaraan yang melintas di sepanjang Jalan Urip Sumoharjo.
Secara keseluruhan, kondisi TJ Urip Sumoharjo tergolong baik dari sisi fasilitas, kebersihan, serta keberadaan petugas pelayanan. Halte juga memiliki lokasi yang cukup strategis untuk mendukung mobilitas masyarakat di kawasan Urip Sumoharjo dan sekitarnya. #BANGJO","[110.38607575735847, -7.783122817095673]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/814c60d9-b6fe-4717-902a-0581affd6f96_m8AODeI4mg.png"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/45660fc5-1726-42ba-84f8-d17fc7c92a46_1787654586505.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/f407a5ad-2751-4055-b1fc-c2e7eba96f6d_1787654586621.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/b174a41b-5f65-48fc-b38c-43dfa11cf43f_1787654586753.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/6a363606-b409-4296-93ae-340b0ce2a8fc_1787654514183.mp4""]",0,2026-08-25T10:43:12.304Z,[],rehundardian,Rayhan Ardian,"{""name"": ""general_image/rehundardian/1784378024141_1000736168.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168.jpg"", ""name_compressed"": ""general_image/rehundardian/1784378024141_1000736168_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8d6d0752d86e03b51ac071,TJ Kotabaru di Dekat Museum Sandi Yogyakarta,"Sore ini, saya dan rekan sekelompok tiba di halte Trans Jogja (TJ) Kotabaru, Yogyakarta, yang berada di samping persis Museum Sandi, sekitar pukul 17.18 WIB. Lokasi halte berada di kawasan perkotaan dengan aktivitas lalu lintas yang cukup ramai pada sore hari.
Akses menuju halte cukup mudah karena berada di tepi jalan utama dan dekat dengan beberapa fasilitas serta bangunan di kawasan Kotabaru. Saat observasi dilakukan, kondisi di sekitar halte cukup aktif dengan kendaraan yang melintas. Halte menyediakan area bagi penumpang untuk menunggu kedatangan Trans Jogja serta informasi yang mendukung penggunaan transportasi umum.
Dari segi lokasi, keberadaan halte ini cukup strategis karena berada dekat Museum Sandi Yogyakarta dan kawasan Kotabaru, sehingga dapat mendukung mobilitas masyarakat maupun pengunjung yang beraktivitas di sekitarnya. Observasi dilakukan pada sore hari ketika aktivitas perjalanan masyarakat mulai meningkat. #BANGJO","[110.37139916439395, -7.7846699138632545]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/273c69e2-196c-4c36-ae0c-e9c0964d8482_8V9WtcxAXx.png"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/cdc4386c-b509-42b1-86d4-8d1cb8fb55c1_1787653378505.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/a3013198-6387-4c70-8bba-1c178ff56932_1787653378615.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/5927e9de-8bbd-4b5c-a6ca-f99ccfd90835_1787653378715.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/67b4ff0e-d9a8-465c-90d8-1b8a94c95d1b_1787653365015.mp4""]",0,2026-08-25T10:23:03.278Z,[],rehundardian,Rayhan Ardian,"{""name"": ""general_image/rehundardian/1784378024141_1000736168.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168.jpg"", ""name_compressed"": ""general_image/rehundardian/1784378024141_1000736168_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/rehundardian/1784378024141_1000736168_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8bac5fa4262ae1033d0d42,Halte TJ Mangkubumi 2,"Pagi ini, saya tiba di Halte Mangkubumi 2 sekitar pukul 09.26 WIB. Saat observasi dilakukan, kondisi halte dalam keadaan kosong dan tidak terlihat penumpang maupun petugas di dalamnya. Halte berupa bangunan tertutup yang dilengkapi tempat duduk, lampu, papan informasi peta jaringan dan rute Trans Jogja, serta akses berupa tangga dan jalur landai dengan pegangan tangan. Kondisi bangunan secara umum masih dapat digunakan, tetapi terdapat beberapa bagian yang terlihat kurang terawat. Cat pada pegangan jalur landai banyak yang mengelupas dan mulai berkarat, sementara bagian plafon tampak kotor dan terdapat bekas noda. Kondisi lantai di dalam halte juga terlihat berdebu, terdapat beberapa sampah kecil, serta sebagian pelat lantai tampak tidak terpasang dengan rapi. Di sekitar halte terdapat trotoar yang cukup luas, meskipun terlihat becak yang diparkir berdekatan dengan jalur masuk halte. Secara keseluruhan, Halte Mangkubumi 2 masih memiliki fasilitas dasar yang memadai sebagai tempat pemberhentian bus, namun kebersihan dan pemeliharaan beberapa bagian bangunan perlu ditingkatkan agar halte lebih bersih, aman, dan nyaman bagi penumpang. #BANGJO","[110.3665164836438, -7.787650230803976]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/ecd08a3f-84fd-4bc4-b510-684091e0730c_map_9DE37741-6117-49FF-9B6C-87F48138F7F4.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/cbdd534f-bbd5-4ace-a4fe-3108dd8e4644_1787538520649.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/05b9f4f5-0203-41c8-962b-ffd2f61e85d9_1787538520997.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/b886f4b2-d52b-409b-b103-d5a5a474aab2_1787538521421.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/b5d2616a-b140-455f-b61a-951dc39811dd_1787538521727.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/fe217890-d42b-490d-b3ab-012cc3a3cdd1_1787538522027.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/662adce2-1144-4601-87f6-97ab2fa165f5_1787538522328.jpg""]",0,2026-08-24T02:28:47.532Z,[],radyt.fhr,Mohammad Radyt Fahrasya,"{""name"": ""general_image/radyt.fhr/1784095769893_1000177692.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/radyt.fhr/1784095769893_1000177692.jpg"", ""name_compressed"": ""general_image/radyt.fhr/1784095769893_1000177692_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/radyt.fhr/1784095769893_1000177692_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8bab13a4262ae1033d0c6b,Halte TJ Mangkubumi 1,"Pagi ini, saya tiba di Halte Mangkubumi 1 sekitar pukul 09.21 WIB. Pada saat observasi, terdapat lima penumpang yang sedang menunggu bus dan satu petugas yang berjaga di dalam halte. Halte memiliki bangunan tertutup dengan tempat duduk, kipas angin, lampu, serta papan informasi yang memuat peta jaringan dan rute Trans Jogja. Akses masuk tersedia melalui tangga dan jalur landai dengan pegangan tangan di kedua sisinya sehingga memudahkan pengguna untuk menuju ruang tunggu. Kondisi bagian dalam masih cukup baik dan dapat digunakan untuk menunggu bus dengan nyaman. Namun, pada beberapa bagian luar bangunan terlihat coretan pada dinding dan penutup bagian atas, sementara papan penanda di dekat halte juga dipenuhi stiker dan coretan sehingga tampilannya kurang terawat. Di sisi halte, terdapat becak dan barang-barang yang memenuhi sebagian area trotoar sehingga ruang bagi pejalan kaki menjadi lebih sempit. Secara keseluruhan, Halte Mangkubumi 1 masih berfungsi dengan baik sebagai fasilitas pemberhentian dan tempat menunggu penumpang, tetapi kebersihan serta kondisi bagian luar halte perlu mendapat perhatian agar lingkungan halte terlihat lebih rapi dan nyaman digunakan. #BANGJO","[110.36684580652371, -7.784746410935341]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/0157ee8d-dde0-45ec-8843-b6b043bce6e0_map_C66D7483-040C-40A4-9234-6BBEAE2744DD.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/58ab2056-ab44-48d1-9cdd-d8481ef2e2b4_1787538191121.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/27d2cbea-d4f7-4fe0-91e2-9b0830e70caf_1787538191466.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/6e219f2d-0ede-4120-abcb-d0738148cdb5_1787538191776.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/4922885b-efa8-4388-b90b-e7b295682eaf_1787538192075.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/71f79ac3-a497-4c9d-a699-34bfb2a33ec4_1787538192373.jpg""]",0,2026-08-24T02:23:15.229Z,[],radyt.fhr,Mohammad Radyt Fahrasya,"{""name"": ""general_image/radyt.fhr/1784095769893_1000177692.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/radyt.fhr/1784095769893_1000177692.jpg"", ""name_compressed"": ""general_image/radyt.fhr/1784095769893_1000177692_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/radyt.fhr/1784095769893_1000177692_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
6a8ba82fa4262ae1033d0be2,Halte SMP N 14,"Pagi ini, saya tiba di Halte SMP N 14 Yogyakarta sekitar pukul 09.09 WIB. Saat observasi dilakukan, terdapat empat penumpang yang sedang menunggu bus dan satu petugas yang berjaga di dalam halte. Halte ini berupa bangunan tertutup yang dilengkapi tempat duduk, kipas angin, lampu, serta papan informasi berupa peta jaringan dan rute Trans Jogja. Akses menuju halte tersedia melalui tangga dan jalur landai yang dilengkapi pegangan tangan. Secara umum, bagian dalam halte masih cukup layak digunakan, meskipun beberapa bagian bangunan terlihat mulai menua dan memerlukan perawatan. Pada bagian luar, papan nama halte tampak rusak dan robek sehingga tulisan tidak lagi terlihat dengan baik, serta terdapat coretan pada dinding bagian bawah. Beberapa sepeda motor juga terlihat diparkir di dekat jalur masuk halte sehingga dapat mengurangi ruang akses bagi pengguna. Di sisi belakang bangunan terdapat area tanah dengan pohon besar serta terlihat sejumlah sampah yang membuat lingkungan sekitar tampak kurang terawat. Secara keseluruhan, Halte SMP N 14 masih dapat digunakan dengan cukup baik untuk menunjang aktivitas naik turun dan menunggu penumpang, tetapi diperlukan perbaikan pada papan nama, beberapa bagian bangunan, serta kebersihan area di sekitarnya agar kondisi halte menjadi lebih nyaman. #BANGJO","[110.3598915994072, -7.786639735892905]","[""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/67e50bed-ee60-4db4-93fa-6ee9b37ea7c9_map_BF05D0BA-0B30-4536-92AE-182A8817FC39.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/7f0cfb1d-6cc5-49b2-a5c5-032ec52736da_1787537449891.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/f539be4f-be1e-4bd3-af60-1083ccff95ec_1787537450238.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/a521f8d2-3b12-4228-9e04-114bc70d699a_1787537450541.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/42d8ab78-119f-4a25-8f09-4ffb30e497e2_1787537450846.jpg"", ""https://mapid-app-chat.cdn.mapid.io/692d03413a0cf54ea6633e89/17e97509-5153-45f6-aa57-534a38e98301_1787537451141.jpg""]",0,2026-08-24T02:10:55.552Z,[],radyt.fhr,Mohammad Radyt Fahrasya,"{""name"": ""general_image/radyt.fhr/1784095769893_1000177692.jpg"", ""url"": ""https://mapidstorage.cdn.mapid.io/general_image/radyt.fhr/1784095769893_1000177692.jpg"", ""name_compressed"": ""general_image/radyt.fhr/1784095769893_1000177692_compressed.jpeg"", ""url_compressed"": ""https://mapidstorage.cdn.mapid.io/general_image/radyt.fhr/1784095769893_1000177692_compressed.jpeg""}",CONNECTED FUTURE 🌏,https://mapidstorage.cdn.mapid.io/general_image/mapid-apps/communities/Connected%20Future/1764853240583_AbJHst8Sjz.jpg,MAPID 𝕏 Apps for #ConnectedCommunity and #ConnectedSurvey
